tweet,label,text_len,tweet_clean,clean_len,label_id
"Kalo tersinggung karena selalu dapet pertanyaan ""kuliah dimana"" atau ""semester berapa"" padahal gak kuliah gimana bang?",anger,118,kalau tersinggung karena selalu dapet pertanyaan kuliah dimana atau semester berapa padahal tidak kuliah bagaimana bang,119,0
"awalnya risih diliatin trs, pas tau auto uwuuu",disgust,46,awalnya risih diliatin trs pas tahu otomatis uwuu,49,1
sangat-sangat senang...,joy,23,sangat-sangat senang,20,3
"seriously before this i took corona for granted, but now it hurts. adu domba dimna"", ksulitan eknomi, sntimen"" ngtif ngalir trus, ihsg anjlok, death, phk, no-job, menengah pasrah, bawah sengsara, yg atas jg ga lbh bgus. kita semua kena dampaknya kok, dont take it personal.",sadness,273,seriously before this i took corona for granted but now it hurts adu domba dimna ksulitan eknomi sntimen ngtif ngalir trus ihsg anjlok death phk no-job menengah pasrah bawah sengsara yang atas juga tidak lebih bgus kita semua kena dampaknya kok dont take it personal,266,4
Mereka belum puas hingga Islam hancur dan lenyap. Kite selepet jidatnye.,anger,72,mereka belum puas hingga islam hancur dan lenyap kite selepet jidatnye,70,0
taukan sekarang gimana rasanya cemas,fear,36,taukan sekarang bagaimana rasanya cemas,39,2
Saya ketiduran lalu di mimpi saya ada Aikawa. HERAN.,surprise,52,saya ketiduran lalu di mimpi saya ada aikawa heran,50,5
Senang ndasmu! Yg heboh marah marah kan kalian Ampe nyerang heechul!,anger,68,senang ndasmu yang heboh marah marah kan kalian sampai nyerang heechul,70,0
membunuhnya saat ia meludahimu karena kau berusaha membelanya saat ia diejek gay. Kau harusnya bangga padaku kan? Mulut Jansen melekuk manis membentuk senyuman. Namun tidak dengan netranya. Ansel bisa melihat sorot luka disana. Sorot penyesalan di setiap sudut yang ada.,joy,270,membunuhnya saat ia meludahimu karena kau berusaha membelanya saat ia diejek gay kau harusnya bangga padaku kan mulut jansen melekuk manis membentuk senyuman namun tidak dengan netranya ansel bisa melihat sorot luka disana sorot penyesalan di setiap sudut yang ada,264,3
Gugup selak mateni kran kak,fear,27,gugup selak mateni kran kak,27,2
SAD ENDING GANTUNG ENDING GUA MUAK YA,disgust,37,sad ending gantung ending gua muak ya,37,1
Takut kecewa kaya film sebelumnya. Rame di pemberitaan ternyata filmnya 6.5/10,fear,78,takut kecewa kaya film sebelumnya rame di pemberitaan ternyata filmnya 6 5 10,77,2
"Sebagai moslem, saya marah, kecewa, dan ingin perang dengan mereka. Tetapi... Jika ingat para pengrusak tempat tempat ibadah kaum Nasrani, di bakar, hingga pengusiran , perasaan mereka juga sama seperti yg kami rasaksn saat ini. Dari sedih, malah pingin tertawa",anger,261,sebagai moslem saya marah kecewa dan ingin perang dengan mereka tetapi jika ingat para pengrusak tempat tempat ibadah kaum nasrani di bakar hingga pengusiran perasaan mereka juga sama seperti yang kami rasaksn saat ini dari sedih malah pingin tertawa,250,0
Terkejut bukak bukak nak penuh screen,surprise,37,terkejut bukak bukak nak penuh screen,37,5
aku juga senang ada nana eonni join hehehe noted nih! ada lagi ngga eon???,joy,74,saya juga senang ada nana eonni join hehehe noted nih ada lagi tidak eon,72,3
"Setuju! Lalu sujud syukur krn ga perlu buang waktu memproses interview, ud dikeiatanin bobroknya pelamar..",joy,106,setuju lalu sujud syukur karena tidak perlu buang waktu memproses interview ud dikeiatanin bobroknya pelamar,108,3
"Happy birthday Semoga diberikan kesihatan yg baik, murah rezeki, ceria, gembira, bahagia &amp; dipermudahkan segala urusan serta terlaksana apa yang diimpikan",joy,158,happy birthday semoga diberikan kesihatan yang baik murah rezeki ceria gembira bahagia amp dipermudahkan segala urusan serta terlaksana apa yang diimpikan,154,3
"Kadang ingin posting kyk kita sedang bahagia, mencapai suatu hal, dll, malah takut didoain ama yg dengkiin jadi paranoid gitu gimana yaa...",fear,139,kadang ingin posting seperti kita sedang bahagia mencapai suatu hal dll malah takut didoain sama yang dengkiin jadi paranoid gitu bagaimana yaa,143,2
Takut liat senyum mu hahahah,fear,28,takut liat senyum mu hahahah,28,2
"Ya bayangin lah kamu punya bias dikatain plastik, atau dikatain jelek. Mau gak? Yaudah, kalau dari awal kamu nggak ngomong aneh2 pasti kamu gaakan diginiin. Aku juga tersinggung kalo hobiku dijelekin orang. Memang dia ngomongnya kasar itu ga boleh, tapi dari km harus introspeksi.",anger,280,ya bayangin lah kamu punya bias dikatain plastik atau dikatain jelek mau gak yaudah kalau dari awal kamu tidak ngomong aneh2 pasti kamu gaakan diginiin saya juga tersinggung kalau hobiku dijelekin orang memang dia ngomongnya kasar itu tidak boleh tapi dari km harus introspeksi,277,0
jijik banget gua sama cewek halu kebangetan trs liat cogan dikit uwawuwaw sampe usik rlnya,disgust,90,jijik banget gua sama cewek halu kebangetan terus liat cogan dikit uwawuwaw sampai usik rlnya,93,1
"Kalau berkata-kata kasar gitu dosa ga sih karena terlalu geram dengan 'para-para' yang menanam badai dikala topan sedang berjalan kayak gini?. Heran hlo saya. Semuanya dipolitisasi, banyak sekali alibi disetiap intervensi. Prioritasnya keselamatan apa cuan?.",surprise,258,kalau berkata-kata kasar gitu dosa tidak sih karena terlalu geram dengan 'para-para' yang menanam badai dikala topan sedang berjalan seperti gini heran hlo saya semuanya dipolitisasi banyak sekali alibi disetiap intervensi prioritasnya keselamatan apa cuan,256,5
Ramai rupanya tak puas hati hahahaha. Most likely dia nak buat season 2 tu. Kita buat2 sure aje supaya sedap sikit hati haha,joy,124,ramai rupanya tidak puas hati hahahaha most likely dia nak buat season 2 tu kita buat2 sure aje supaya sedap sikit hati haha,124,3
wkwkwk gapapaaa aku bacanya lucu jadinya cuma ngebenerin aja kokk jangan tersinggung yaaa,joy,89,haha gapapaa saya bacanya lucu jadi cuma ngebenerin aja kokk jangan tersinggung yaa,83,3
"Sok paling benar sendiri, benci bgt sama manusia jenis begini",anger,61,sok paling benar sendiri benci banget sama manusia jenis begini,63,0
Dia suka banget deh kekgini heran,surprise,33,dia suka banget deh kekgini heran,33,5
Makanya sekarang aku paling muak ngeliat acaranya dan pemandu acara Si apapun temanya.. selalu yg di pojokkan Pak Jokowi/pemerintah,disgust,131,makanya sekarang saya paling muak ngeliat acaranya dan pemandu acara si apapun temanya selalu yang di pojokkan pak jokowi pemerintah,132,1
Puas giler aku dengar youtuber komen tentang isu artis kt malaysia nie ha,joy,73,puas giler saya dengar youtuber komen tentang isu artis kt malaysia nie ha,74,3
Di kantor disemprotkan ke seluruh badan. Risih. Pengenalan nolak tapi wajib. Sampe rumah lepas baju langsung mandi keramas.,disgust,123,di kantor disemprotkan ke seluruh badan risih pengenalan nolak tapi wajib sampai rumah lepas baju langsung mandi keramas,120,1
"[cont.] Walau terdengar kesal, tapi sebenarnya Kevin itu bercanda. Hanya selera humornya itu kurang bagus kalau kata orang-orang, penyampaiannya yang salah sebenarnya. Salah satu sifat buruk Kevin juga mulai dimunculkan disini, [cont;]",anger,235,cont walau terdengar kesal tapi sebenarnya kevin itu bercanda hanya selera humornya itu kurang bagus kalau kata orang-orang penyampaiannya yang salah sebenarnya salah satu sifat buruk kevin juga mulai dimunculkan disini cont,224,0
"Sy heran koq ada org pensiunan Jenderal TNI tp koq terlht sngt tdk nasionalis banget, sngt berpihak ke Tiongkok n TKA nya. Woy... pak tua yg serakah hartamu tdk kau bawa mati, hanya Jas, dasi n Peti mati yg mahal nanti kau bawa. Kesel !",surprise,236,sy heran koq ada orang pensiunan jenderal tni tapi koq terlht sngt tidak nasionalis banget sngt berpihak ke tiongkok n tka nya woy pak tua yang serakah hartamu tidak kau bawa mati hanya jas dasi n peti mati yang mahal nanti kau bawa kesel,238,5
nonton itaewon class tiap episodenya aku emosii sama org2 janga. heran ada aja cara buat jatohin sae royi,surprise,105,nonton itaewon class tiap episodenya saya emosii sama org2 janga heran ada aja cara buat jatohin sae royi,105,5
"Mungkin Allah ga murka, tpi semua bukanya sebab akibat ya. Seperti halnya iblis yg tdak patuh, akhirnya di buang ke netaka",fear,122,mungkin allah tidak murka tapi semua bukanya sebab akibat ya seperti halnya iblis yang tdak patuh akhirnya di buang ke netaka,125,2
"Udh tau dark jokes malah minta empati lagi, goblog, tau arti dark jokes ga si? Heran bgt heran nih gue mah aslii da da daa wkwkwk",joy,129,sudah tahu dark jokes malah minta empati lagi goblog tahu arti dark jokes tidak si heran banget heran nih saya mah aslii da da daa haha,135,3
"aku tdk modus, tp aku senang jiwa mam,,,,,,,,,,,",joy,48,saya tidak modus tapi saya senang jiwa mam,42,3
gue heran se bucin ini w sama akashi aksdkfhskdj udah re watch kurobas s1-3 7x mana nonton last game berkali kali lebih dari 10x dah,surprise,132,saya heran se bucin ini saya sama akashi aksdkfhskdj sudah re watch kurobas s1-3 7x mana nonton last game berkali kali lebih dari 10x sudah,139,5
"Inga bae""kecewa itu beda dgn marah!marah gampang month ilang.mar kecewa ?pikir jo noh sndiri!so besar to",sadness,104,inga bae kecewa itu beda dengan marah marah gampang month ilang mar kecewa pikir jo noh sndiri so besar to,106,4
"Terimakasih sudah menggunakan jasa reply kami, semoga anda puas dan berlangganan untuk orderan reply berikutnya. Terimakasih, salam jbjb.",joy,137,terimakasih sudah menggunakan jasa reply kami semoga anda puas dan berlangganan untuk orderan reply berikutnya terimakasih salam jbjb,133,3
Jangan saya gugup haha,fear,22,jangan saya gugup haha,22,2
"mingkem nih manusia klu yg radikal non muslim,klu di serang balik pasti mulut baunya akan menghujat org2 islam...ada apa dgn islam sehingga si mahfud benci bgt,hanya karna duit?",anger,177,mingkem nih manusia klu yang radikal non muslim klu di serang balik pasti mulut baunya akan menghujat org2 islam ada apa dengan islam sehingga si mahfud benci bgt hanya karena duit,180,0
"ya Allah, mpusss moga kamu dpt majikan yg baik terus bisa sembuh cantik lagi... Buat yang benci kucing, seenggaknya jangan sakiti mereka lah, mereka gak salah apa-apa, mereka cuma hewan yang gatau apa-apa selain untuk kebutuhannya sendiri...",anger,241,ya allah mpuss moga kamu dapat majikan yang baik terus bisa sembuh cantik lagi buat yang benci kucing seenggaknya jangan sakiti mereka lah mereka tidak salah apa-apa mereka cuma hewan yang gatau apa-apa selain untuk kebutuhannya sendiri,236,0
"wkwk aku pernah liat salah satu fans dari idol yg problematic juga, dia bilang dia benci SJ karena problematik padahal idol dia sendiri gitu wkwk",joy,145,haha saya pernah liat salah satu fans dari idol yang problematic juga dia bilang dia benci sj karena problematik padahal idol dia sendiri gitu haha,147,3
maaf ya kalau kehadiran saya membuat kalian risih,disgust,49,maaf ya kalau kehadiran saya membuat kalian risih,49,1
"Kalau dibandingkan Melayu ndgn bangsa lain aku bangga dilahirkan dlm melayu. Seburuk buruk bangsaku tidak menganiayah bangsa lain sewenang wenangnya, bangsa Melayu berjaya memertabatkan Islam seadanya. Kalau kau jumpa yg teruk2 itu hanyalah ndlm lingkaran hidupmu. Tidak mengambar",joy,280,kalau dibandingkan melayu ndgn bangsa lain saya bangga dilahirkan dlm melayu seburuk buruk bangsaku tidak menganiayah bangsa lain sewenang wenangnya bangsa melayu berjaya memertabatkan islam seadanya kalau kau jumpa yang teruk2 itu hanyalah ndlm lingkaran hidupmu tidak mengambar,279,3
Heran aja...biasanya petugas yg duluan dtg k Bandara ini kok udah mw take off blm ada petugasnya...mw plg Makassar,surprise,114,heran aja biasanya petugas yang duluan dtg k bandara ini kok sudah mw take off belum ada petugasnya mw plg makassar,115,5
"Sebuah kecupan mendarat di keningnya, siapa lagi jika bukan Dimasta yang menciumnya untuk memberikan ketenangan. Perlahan, rasa cemas itu hilang dari wajah Arin. Papa sama mama sudah dikabarin, mas? Terus mas Geraldo, mas Adam, Mbak Dira, Bara sama Arta?",fear,254,sebuah kecupan mendarat di keningnya siapa lagi jika bukan dimasta yang menciumnya untuk memberikan ketenangan perlahan rasa cemas itu hilang dari wajah arin papa sama mama sudah dikabarin mas terus mas geraldo mas adam mbak dira bara sama arta,244,2
"emg kecewa cuma bole ke pacar? :"")",sadness,34,memang kecewa cuma bole ke pacar,32,4
"so point dia kat sini, perangai babi ke, muka comel ke, fake friends ke, toxic people ke, yang paling jijik sekarang orang yang senang percaya dengan fitnah &amp; batu api ni, aiyoooo downgrade main facebook jela",joy,212,so point dia kat sini perangai babi ke muka comel ke fake friends ke toxic people ke yang paling jijik sekarang orang yang senang percaya dengan fitnah amp batu api ni aiyoo downgrade main facebook jela,202,3
"Aku suka sate madura pake bgt, Tapi suka juga kuah bakso Tapi bucin martabak telor Tergila gila sama nasi kuning Dan setiap pagi minum kopi sampeee muak :'((",joy,157,saya suka sate madura pake bgt tapi suka juga kuah bakso tapi bucin martabak telor tergila gila sama nasi kuning dan setiap pagi minum kopi sampee muak ',153,3
Selang beberapa menit ada nomor baru nelpon. Aku angkat aja takutnya ada urusan penting Awal aku angkat si penelpon langsung gugup gitu,fear,135,selang beberapa menit ada nomor baru nelpon saya angkat aja takutnya ada urusan penting awal saya angkat si penelpon langsung gugup gitu,136,2
"Selanjutnya hanya terdengar bunyi .. .. .. pertanda sambungan telepon berakhir. Ia hanya mampu menghela nafas. Jika harus jujur, terbesit rasa khawatir juga gugup jika harus berhadapan dengan anak-anak siswa menengah atas.",fear,222,selanjutnya hanya terdengar bunyi pertanda sambungan telepon berakhir ia hanya mampu menghela nafas jika harus jujur terbesit rasa khawatir juga gugup jika harus berhadapan dengan anak-anak siswa menengah atas,209,2
"Tapi itu cakep kok, aku pengen potong pendek tapi takut kependekan",fear,66,tapi itu cakep kok saya pengen potong pendek tapi takut kependekan,66,2
"JANCOK, SUMPAH GUA MURKA LIAT INI. PEN GUA TEBAS JUGA LU PAK, TAEEEKKK DADI MENUNGSO KOK GRAGAS MEN YO COK, KEPIYE MAKSUDMU COK!!! TRADISI SIH TRADISI, TAPI CARAMU MATENI KUCING IKU YO RAUMUM SETAN! MATIMU YO RABAKALAN ADOH KOYOK KUCING KUI JANCOK!",anger,248,jancok sumpah gua murka liat ini pen gua tebas juga kamu pak taeekk dadi menungso kok gragas men ya cok kepiye maksudmu cok tradisi sih tradisi tapi caramu mateni kucing iku ya raumum setan matimu ya rabakalan adoh koyok kucing kui jancok,238,0
lu cek dah ke rumah sakit lu emosian mulu ngeri gua,fear,51,kamu cek sudah ke rumah sakit kamu emosian mulu ngeri gua,57,2
Dor! Pergi ke sawah ketemu banteng Kalo diganggu marah yg punya Selamat pagi aa Coba liat mana senyumnya? -,joy,107,dor pergi ke sawah ketemu banteng kalau diganggu marah yang punya selamat pagi aa coba liat mana senyumnya -,108,3
Heran aku esteh plastik kok ng ndi2,surprise,35,heran saya esteh plastik kok ng ndi2,36,5
baru sakit perut..rakyat aja udeh Muntah2 muak demgar janji kosong,anger,66,baru sakit perut rakyat aja udeh muntah2 muak demgar janji kosong,65,0
Sedarlah lid org benci tengok muka kau tu,anger,41,sedarlah lid orang benci tengok muka kau tu,43,0
Ngeri kali abang senior ini. Jgn marahin adek aku ya bang,fear,57,ngeri kali abang senior ini jgn marahin adek saya ya bang,57,2
terkejut ingat nak mati dah rupanya nak tidor ja hahahaha,surprise,57,terkejut ingat nak mati sudah rupanya nak tidor ja hahahaha,59,5
Ada yang susah masih tersenyum Ada yang lelah tapi tak kerasa Ada yang bersedih tak ada yg peduli Ada yang kesal hanya memendam Ada yang mbatin tapi membisu Ada yang berusaha tapi sendiri Ada yang kejam tapi orang terdekat Ada yang tak peduli tapi tak disangka.,surprise,261,ada yang susah masih tersenyum ada yang lelah tapi tidak kerasa ada yang bersedih tidak ada yang peduli ada yang kesal hanya memendam ada yang mbatin tapi membisu ada yang berusaha tapi sendiri ada yang kejam tapi orang terdekat ada yang tidak peduli tapi tidak disangka,270,5
"Ngeriii, lebih ngeri daripada PKI",fear,33,ngerii lebih ngeri daripada pki,31,2
"KECEWA dan GAGAL adalah hal yg wajar terjadi, BANGKIT KEMBALI adalah REAKSI terbaik menyikapinya.",sadness,97,kecewa dan gagal adalah hal yang wajar terjadi bangkit kembali adalah reaksi terbaik menyikapinya,97,4
Aww merasa malu wkwk,sadness,20,aww merasa malu haha,20,4
"I feel the same,biarpun skrg msh belum gajian,tp smnjk mulai kerja my mom sering buat wishlist ntr dia kalo aku udh start gajian ,rasany senang campur sedih ,senang krn mama selalu berdoa agar anaknya kerja sebagus dan setinggi mungkin , sedih krn liat wishlistnya byk bgt :|",joy,275,i feel the same biarpun skrg masih belum gajian tp smnjk mulai kerja my mom sering buat wishlist ntr dia kalau saya sudah start gajian rasany senang campur sedih senang karena mama selalu berdoa agar anaknya kerja sebagus dan setinggi mungkin sedih karena liat wishlistnya banyak banget,286,3
Mungkin dia sedikit kesal krn tiap hari ada aja muka tzuyu yg lewat tl dia gara-gara gua wkwkwkwk,anger,97,mungkin dia sedikit kesal karena tiap hari ada aja muka tzuyu yang lewat tl dia gara-gara gua wkwkwkwk,102,0
Ampun mas ampooon... Gajadi dah saya yg ngeri malah...,fear,54,ampun mas ampoon gajadi sudah saya yang ngeri malah,51,2
Woy gugup,fear,9,woy gugup,9,2
iyasi agak ngeri ngeri tp lucu bgt anjir,fear,40,iyasi agak ngeri ngeri tapi lucu banget anjir,45,2
Terkejut saya ingat jumpa bambam real hahahahahahhaha,joy,53,terkejut saya ingat jumpa bambam real hahahahahahhaha,53,3
"Peletku dahsyat juga ya ternyata, semua cewek bisa terpesona. Jadi bangga",joy,73,peletku dahsyat juga ya ternyata semua cewek bisa terpesona jadi bangga,71,3
Sesi duka tangis dipersilahkan Binic tolong pelul aku Aku gakuat konten iKON ga ada hanbinnya Bukann Bukannya gamau dukung iKON yg sekarang Tp tp tp tp Ada lubang dihatiku Gabisa di tutup Bin aku kangen kamu bin,sadness,211,sesi duka tangis dipersilahkan binic tolong pelul saya saya gakuat konten ikon tidak ada hanbinnya bukann bukannya gamau dukung ikon yang sekarang tapi tapi tapi tapi ada lubang dihatiku gabisa di tutup bin saya kangen kamu bin,227,4
